name,pca2_mean,pca2_std,pca2_entropy,omni_mean,omni_std,omni_entropy,egen_mean,egen_std,egen_entropy,vert_mean,vert_std,vert_entropy
bag_gsigma_0_tsigma_32.ply,0.58498853,0.061560247,6.7833601188799815,0.6265937,0.15161894,4.22593170875925,-0.9838130950147056,1.1331128544814137,3.415030176326179,0.3961562,0.27855518,7.5149297627369895
bag_gsigma_2_tsigma_32.ply,0.5452496,0.07348862,6.922475977564843,1.5230675,0.50821066,5.532173197753948,-4.181731168586492,3.370184661436873,4.750257874134295,0.46853784,0.28994563,7.592837715964071
bag_level_7.ply,0.5837295,0.053059675,6.754547296705586,10.293315,3.4504778,6.8256900350284075,-246.13789750660396,46.97250045110446,6.701913808948964,0.3715628,0.2617188,7.45692693737206
bag_gsigma_2_tsigma_8.ply,0.5453463,0.07344096,6.988766823098754,1.5233219,0.50891936,5.4346779131817975,-4.185068024589251,3.387548559760116,4.685066814996547,0.46781,0.29011488,7.5924338522566055
bag_gsigma_4_tsigma_16.ply,0.5412885,0.07314987,6.973773994007634,2.3759363,1.0423585,6.00761763816458,-10.350442229002274,8.882257241264423,5.463275090766694,0.48350805,0.2906039,7.5979823810151395
bag_gQP_3_tQP_3.ply,0.58412635,0.07241907,4.4891880576971985,0.2657873,0.22118849,1.9024857629444218,-0.2508999449916664,2.897531019338783,1.3783948111378643,0.40849668,0.34857258,5.043040991794394
bag_level_8.ply,0.58738834,0.055914894,6.710513182029519,3.0616066,0.841582,5.7905165426502085,-40.21733806780247,9.512561065970226,5.7120771812444024,0.38270608,0.26538622,7.497416464388165
bag_level_9.ply,0.5914355,0.06126346,6.83358777228418,1.0399479,0.2475168,4.806255563214348,-5.192782606700117,2.284395729731508,4.2064409904990905,0.39211836,0.272309,7.520923774147651
bag_gsigma_4_tsigma_32.ply,0.54105705,0.073127896,6.966404156590431,2.378023,1.045531,5.674981304751853,-10.364169626946719,8.950241421865542,4.613704110683419,0.48422703,0.29066345,7.598169396049773
bag_gsigma_4_tsigma_8.ply,0.5411931,0.073164694,6.959835253701102,2.376721,1.0478109,5.798751485616037,-10.361292777278864,8.966363032321874,5.158750862783756,0.48431978,0.29081047,7.598189357580194
bag_pqs_1_qs_48_rounded.ply,0.5850164,0.061568335,6.783545607785107,0.626532,0.15154336,4.225303771171916,-0.9837432185628238,1.133262763593692,3.4146970761960316,0.39622426,0.2786067,7.51498878328018
bag_pqs_1_qs_16_rounded.ply,0.5850164,0.061568335,6.783545607785107,0.626532,0.15154336,4.225303771171916,-0.9837432185628238,1.133262763593692,3.4146970761960316,0.39622426,0.2786067,7.51498878328018
bag_pqs_1_qs_32_rounded.ply,0.5850164,0.061568335,6.783545607785107,0.626532,0.15154336,4.225303771171916,-0.9837432185628238,1.133262763593692,3.4146970761960316,0.39622426,0.2786067,7.51498878328018
bag_pqs_1_qs_64_rounded.ply,0.5850164,0.061568335,6.783545607785107,0.626532,0.15154336,4.225303771171916,-0.9837432185628238,1.133262763593692,3.4146970761960316,0.39622426,0.2786067,7.51498878328018
bag_tsl_4_tqs_256.ply,0.53772426,0.051009063,4.401470074571024,0.3394387,0.09003565,3.265910699849606,0.6821981659570007,0.22434095730735368,4.342083221427596,0.3702325,0.2616582,5.168522894408168
bag_tsl_4_tqs_512.ply,0.53772426,0.051009063,4.401470074571024,0.3394387,0.09003565,3.265910699849606,0.6821981659570007,0.22434095730735368,4.342083221427596,0.3702325,0.2616582,5.168522894408168
bag_tsl_4_tqs_64.ply,0.53772426,0.051009063,4.401470074571024,0.3394387,0.09003565,3.265910699849606,0.6821981659570007,0.22434095730735368,4.342083221427596,0.3702325,0.2616582,5.168522894408168
bag_tsl_6_tqs_128.ply,0.5314187,0.04967427,4.729836067177873,0.35283092,0.06960527,3.453667724965072,0.7386194743903943,0.20406645806364004,3.8037580054689712,0.3839408,0.2617785,5.562088106866939
bag_tsl_6_tqs_512.ply,0.5314187,0.04967427,4.729836067177873,0.35283092,0.06960527,3.453667724965072,0.7386194743903943,0.20406645806364004,3.8037580054689712,0.3839408,0.2617785,5.562088106866939
bag_tsl_6_tqs_256.ply,0.5314187,0.04967427,4.729836067177873,0.35283092,0.06960527,3.453667724965072,0.7386194743903943,0.20406645806364004,3.8037580054689712,0.3839408,0.2617785,5.562088106866939
bag_tsl_6_tqs_64.ply,0.5314187,0.04967427,4.729836067177873,0.35283092,0.06960527,3.453667724965072,0.7386194743903943,0.20406645806364004,3.8037580054689712,0.3839408,0.2617785,5.562088106866939
banana_gQP_1_tQP_1.ply,0.5841157,0.062244385,5.056823640264247,0.32269138,0.15419315,2.8068239373122252,-0.08956944634494107,0.943902354173807,2.435068259790871,0.49813482,0.3203801,5.808471212656008
banana_gQP_1_tQP_2.ply,0.5841157,0.062244385,5.056823640264247,0.32269138,0.15419315,2.8068239373122252,-0.08956944634494107,0.943902354173807,2.435068259790871,0.49813482,0.3203801,5.808471212656008
banana_gQP_1_tQP_3.ply,0.5841157,0.062244385,5.056823640264247,0.32269138,0.15419315,2.8068239373122252,-0.08956944634494107,0.943902354173807,2.435068259790871,0.49813482,0.3203801,5.808471212656008
banana_gQP_2_tQP_1.ply,0.58381206,0.065392286,5.069373342915457,0.31494674,0.17043081,3.017147513584737,-0.1152774475429799,1.7169065547515105,1.7334276255969139,0.4994881,0.33128974,5.722221827219993
banana_gQP_2_tQP_2.ply,0.58381206,0.065392286,5.069373342915457,0.31494674,0.17043081,3.017147513584737,-0.1152774475429799,1.7169065547515105,1.7334276255969139,0.4994881,0.33128974,5.722221827219993
banana_gQP_2_tQP_3.ply,0.58381206,0.065392286,5.069373342915457,0.31494674,0.17043081,3.017147513584737,-0.1152774475429799,1.7169065547515105,1.7334276255969139,0.4994881,0.33128974,5.722221827219993
banana_gQP_3_tQP_1.ply,0.5874991,0.07041265,4.761171270618791,0.2824498,0.22665608,2.384146036925978,-0.31195975731197384,5.542283151120165,0.9805311245280731,0.5262214,0.35703,5.245479239904641
banana_gQP_3_tQP_2.ply,0.5874991,0.07041265,4.761171270618791,0.2824498,0.22665608,2.384146036925978,-0.31195975731197384,5.542283151120165,0.9805311245280731,0.5262214,0.35703,5.245479239904641
banana_gQP_3_tQP_3.ply,0.5874991,0.07041265,4.761171270618791,0.2824498,0.22665608,2.384146036925978,-0.31195975731197384,5.542283151120165,0.9805311245280731,0.5262214,0.35703,5.245479239904641
banana_gsigma_0_tsigma_16.ply,0.58240837,0.06336573,6.693749659034917,0.60317516,0.18982834,2.538202475751734,-0.8336340480891996,4.865417697919894,1.514217830373516,0.4843865,0.28953123,7.57607725155197
bag_tsl_8_tqs_256.ply,0.5101638,0.04866646,5.230636491956465,0.37355307,0.038444087,3.475107683319576,0.8828755224728508,0.16005249775175748,3.117893795555265,0.41922495,0.29306218,6.077739189455704
banana_gsigma_0_tsigma_32.ply,0.58240837,0.06336573,6.693749659034917,0.60317516,0.18982834,2.538202475751734,-0.8336340480891996,4.865417697919894,1.514217830373516,0.4843865,0.28953123,7.57607725155197
banana_gsigma_0_tsigma_8.ply,0.58240837,0.06336573,6.693749659034917,0.60317516,0.18982834,2.538202475751734,-0.8336340480891996,4.865417697919894,1.514217830373516,0.4843865,0.28953123,7.57607725155197
bag_tsl_8_tqs_512.ply,0.5101638,0.04866646,5.230636491956465,0.37355307,0.038444087,3.475107683319576,0.8828755224728508,0.16005249775175748,3.117893795555265,0.41922495,0.29306218,6.077739189455704
banana_gsigma_2_tsigma_16.ply,0.5443735,0.07317429,6.945767913227053,1.4711646,0.51814014,4.476810886821073,-3.871694369119995,4.9026175609860285,2.862081784954819,0.49558097,0.28762937,7.598095866880269
bag_tsl_8_tqs_64.ply,0.5101638,0.04866646,5.230636491956465,0.37355307,0.038444087,3.475107683319576,0.8828755224728508,0.16005249775175748,3.117893795555265,0.41922495,0.29306218,6.077739189455704
banana_level_7.ply,0.5846461,0.04985567,6.677043357726245,8.518481,3.1697195,5.5850044044708795,-251.7393770964144,48.961440441783225,5.098930007877865,0.48145607,0.28130373,7.5339209057251075
banana_gsigma_2_tsigma_32.ply,0.5444636,0.07319744,6.894677653039352,1.4696875,0.52364004,4.044187045511186,-3.8653272616742087,5.019025651497141,2.8739045771841933,0.49558893,0.28826675,7.598029793507536
banana_level_8.ply,0.5876299,0.0552156,6.643716468678011,2.7977245,0.9200355,4.59472903394598,-40.427549334365885,14.86448053543212,3.850451786464085,0.48289925,0.28378803,7.566634497640704
banana_gsigma_2_tsigma_8.ply,0.5444679,0.07315135,6.940127209578073,1.4688569,0.5189788,4.049762433257427,-3.8593688784565625,5.132285857416601,2.756464919239121,0.4954615,0.2879783,7.597969770577606
banana_gsigma_4_tsigma_16.ply,0.54056543,0.07288229,6.9228112959451344,2.3126729,1.0388325,5.095624610304148,-9.868057854605752,9.08305872229036,3.9663724759116192,0.49878365,0.28894213,7.5992257527162135
banana_level_9.ply,0.5894869,0.06284295,6.726577524844207,1.0085187,0.29107693,4.027507460272909,-5.094067554577971,6.60983073035797,2.371585402238716,0.48358914,0.28595355,7.578403679593952
banana_gsigma_4_tsigma_8.ply,0.5409142,0.07302106,6.952219014710924,2.307857,1.0429937,4.821144682567251,-9.838538695804065,9.181635042359842,3.829396731627145,0.49828553,0.28909194,7.59913992969331
banana_gsigma_4_tsigma_32.ply,0.54096794,0.07299334,7.008203432236609,2.3057714,1.0374366,4.792461391319609,-9.826429370025476,9.077845150472633,3.9153801636476904,0.4986562,0.28933117,7.599234120912433
banana_pqs_1_qs_16_rounded.ply,0.5824318,0.063306905,6.685831858070815,0.60310125,0.18934268,2.5378583489136823,-0.8336165244056373,4.8644603636816655,1.5144929590470795,0.4845184,0.2895625,7.576013824324506
banana_pqs_1_qs_64_rounded.ply,0.5824318,0.063306905,6.685831858070815,0.60310125,0.18934268,2.5378583489136823,-0.8336165244056373,4.8644603636816655,1.5144929590470795,0.4845184,0.2895625,7.576013824324506
banana_pqs_1_qs_32_rounded.ply,0.5824318,0.063306905,6.685831858070815,0.60310125,0.18934268,2.5378583489136823,-0.8336165244056373,4.8644603636816655,1.5144929590470795,0.4845184,0.2895625,7.576013824324506
banana_pqs_1_qs_48_rounded.ply,0.5824318,0.063306905,6.685831858070815,0.60310125,0.18934268,2.5378583489136823,-0.8336165244056373,4.8644603636816655,1.5144929590470795,0.4845184,0.2895625,7.576013824324506
banana_tsl_4_tqs_128.ply,0.5359914,0.04886791,4.431920123342278,0.35310555,0.059771307,3.2907491796952617,0.7186919765673383,0.18254600975481072,4.362116009245243,0.47787648,0.27438954,5.288922828300456
banana_tsl_4_tqs_256.ply,0.5359914,0.04886791,4.431920123342278,0.35310555,0.059771307,3.2907491796952617,0.7186919765673383,0.18254600975481072,4.362116009245243,0.47787648,0.27438954,5.288922828300456
banana_tsl_4_tqs_512.ply,0.5359914,0.04886791,4.431920123342278,0.35310555,0.059771307,3.2907491796952617,0.7186919765673383,0.18254600975481072,4.362116009245243,0.47787648,0.27438954,5.288922828300456
banana_tsl_4_tqs_64.ply,0.5359914,0.04886791,4.431920123342278,0.35310555,0.059771307,3.2907491796952617,0.7186919765673383,0.18254600975481072,4.362116009245243,0.47787648,0.27438954,5.288922828300456
banana_tsl_6_tqs_128.ply,0.5317612,0.04911949,4.685123409141666,0.3571437,0.05413048,3.372429369098825,0.7498141534172218,0.1832541210993283,4.525030634357906,0.48268503,0.2836382,5.52276176728181
banana_tsl_6_tqs_512.ply,0.5317612,0.04911949,4.685123409141666,0.3571437,0.05413048,3.372429369098825,0.7498141534172218,0.1832541210993283,4.525030634357906,0.48268503,0.2836382,5.52276176728181
banana_tsl_6_tqs_256.ply,0.5317612,0.04911949,4.685123409141666,0.3571437,0.05413048,3.372429369098825,0.7498141534172218,0.1832541210993283,4.525030634357906,0.48268503,0.2836382,5.52276176728181
banana_tsl_6_tqs_64.ply,0.5317612,0.04911949,4.685123409141666,0.3571437,0.05413048,3.372429369098825,0.7498141534172218,0.1832541210993283,4.525030634357906,0.48268503,0.2836382,5.52276176728181
banana_tsl_8_tqs_128.ply,0.50875276,0.048872642,5.1860445543839955,0.37503114,0.035345066,2.832991657610588,0.8865201474188574,2.494323878927111,0.05077977972094787,0.4926461,0.29748636,6.055272342094266
biscuits_gQP_1_tQP_1.ply,0.5878736,0.06129461,4.483985599917478,0.31057242,0.15190293,3.29544106505744,-0.009596885724263144,0.4825438595520725,3.2685750470551413,0.2373873,0.2431772,4.76924550466783
biscuits_gQP_1_tQP_3.ply,0.5878736,0.06129461,4.483985599917478,0.31057242,0.15190293,3.29544106505744,-0.009596885724263144,0.4825438595520725,3.2685750470551413,0.2373873,0.2431772,4.76924550466783
biscuits_gQP_2_tQP_1.ply,0.5907297,0.06343004,4.377874073397486,0.30017996,0.16345857,3.148207525869667,-0.053114954090041085,0.6918528247236844,2.8624856727722174,0.2424471,0.2609958,4.616545902242346
biscuits_gQP_1_tQP_2.ply,0.5878736,0.06129461,4.483985599917478,0.31057242,0.15190293,3.29544106505744,-0.009596885724263144,0.4825438595520725,3.2685750470551413,0.2373873,0.2431772,4.76924550466783
banana_tsl_8_tqs_64.ply,0.50875276,0.048872642,5.1860445543839955,0.37503114,0.035345066,2.832991657610588,0.8865201474188574,2.494323878927111,0.05077977972094787,0.4926461,0.29748636,6.055272342094266
banana_tsl_8_tqs_256.ply,0.50875276,0.048872642,5.1860445543839955,0.37503114,0.035345066,2.832991657610588,0.8865201474188574,2.494323878927111,0.05077977972094787,0.4926461,0.29748636,6.055272342094266
banana_tsl_8_tqs_512.ply,0.50875276,0.048872642,5.1860445543839955,0.37503114,0.035345066,2.832991657610588,0.8865201474188574,2.494323878927111,0.05077977972094787,0.4926461,0.29748636,6.055272342094266
biscuits_gQP_2_tQP_2.ply,0.5907297,0.06343004,4.377874073397486,0.30017996,0.16345857,3.148207525869667,-0.053114954090041085,0.6918528247236844,2.8624856727722174,0.2424471,0.2609958,4.616545902242346
biscuits_gsigma_0_tsigma_16.ply,0.5873603,0.061953366,6.692154993436804,0.5939457,0.14602211,4.1855932544790635,-1.155151616525838,1.279139807414486,3.5003688938027024,0.24922344,0.22229445,7.06175038842062
biscuits_gQP_2_tQP_3.ply,0.5907297,0.06343004,4.377874073397486,0.30017996,0.16345857,3.148207525869667,-0.053114954090041085,0.6918528247236844,2.8624856727722174,0.2424471,0.2609958,4.616545902242346
biscuits_gQP_3_tQP_1.ply,0.5874737,0.068551876,4.441379973293913,0.28036457,0.18146506,2.607905336517989,-0.09583149817844532,1.2403430027615574,1.9514606118752953,0.24799061,0.28243378,4.640926713338509
biscuits_gQP_3_tQP_2.ply,0.5874737,0.068551876,4.441379973293913,0.28036457,0.18146506,2.607905336517989,-0.09583149817844532,1.2403430027615574,1.9514606118752953,0.24799061,0.28243378,4.640926713338509
biscuits_gsigma_0_tsigma_32.ply,0.5873603,0.061953366,6.692154993436804,0.5939457,0.14602211,4.1855932544790635,-1.155151616525838,1.279139807414486,3.5003688938027024,0.24922344,0.22229445,7.06175038842062
biscuits_gQP_3_tQP_3.ply,0.5874737,0.068551876,4.441379973293913,0.28036457,0.18146506,2.607905336517989,-0.09583149817844532,1.2403430027615574,1.9514606118752953,0.24799061,0.28243378,4.640926713338509
biscuits_level_7.ply,0.58005106,0.047985192,6.488033427575002,9.029304,3.5980995,6.57973472446115,-258.36731383339736,41.77765387498908,6.580138228047338,0.22164012,0.19046703,6.758359990932218
biscuits_gsigma_0_tsigma_8.ply,0.5873603,0.061953366,6.692154993436804,0.5939457,0.14602211,4.1855932544790635,-1.155151616525838,1.279139807414486,3.5003688938027024,0.24922344,0.22229445,7.06175038842062
biscuits_level_8.ply,0.5880482,0.05590798,6.652357152434327,2.6902318,0.9717488,5.33456577883135,-42.56406853716692,10.064326734807889,5.276572864203577,0.23190653,0.20031522,6.910888054894819
biscuits_gsigma_2_tsigma_8.ply,0.5457221,0.07366499,6.952891722986996,1.541611,0.52089244,5.441550819397563,-4.326937307968836,3.489013272979196,4.380812322004238,0.41857573,0.2870082,7.5575626754847995
biscuits_gsigma_2_tsigma_32.ply,0.5456725,0.07353633,6.985162587001305,1.5422674,0.52072984,5.412976170480913,-4.328292384221093,3.477312979213456,4.64541427203697,0.41860843,0.28694108,7.557513619236122
biscuits_gsigma_2_tsigma_16.ply,0.54579204,0.073519774,6.964583811288004,1.5414551,0.52093583,5.676256895746205,-4.3256489428757945,3.4910246393964783,4.650806625609752,0.4184189,0.28689104,7.557294672645297
biscuits_level_9.ply,0.59552854,0.06303743,6.744858645336933,0.9592957,0.26471385,4.1433376420075305,-5.633532995584861,2.7054399460885454,3.867019657072232,0.24197543,0.21198483,7.028990472148586
biscuits_gsigma_4_tsigma_32.ply,0.54119647,0.07309353,6.984237101751232,2.4133844,1.0790834,5.576515034034645,-10.685002465344999,9.271467810184465,4.615799771748935,0.4640019,0.29115328,7.591286762155876
biscuits_gsigma_4_tsigma_16.ply,0.5411341,0.07312489,6.977766362011392,2.4180665,1.0792631,5.74625403062228,-10.714795365864784,9.265585857616479,4.8782585008146055,0.46347672,0.2913452,7.590942789595067
biscuits_gsigma_4_tsigma_8.ply,0.541392,0.07317448,6.958236065136778,2.4122005,1.0802329,5.870076540778398,-10.684378027315768,9.247117896078072,5.25408437621378,0.46310592,0.29110286,7.590863236099672
biscuits_pqs_1_qs_16_rounded.ply,0.58740276,0.062017996,6.693293750690289,0.5939431,0.14601527,4.1858569604643145,-1.1551392486936982,1.2790093377973193,3.500266200685334,0.24933647,0.22249492,7.062160648879201
biscuits_pqs_1_qs_48_rounded.ply,0.58740276,0.062017996,6.693293750690289,0.5939431,0.14601527,4.1858569604643145,-1.1551392486936982,1.2790093377973193,3.500266200685334,0.24933647,0.22249492,7.062160648879201
biscuits_pqs_1_qs_32_rounded.ply,0.58740276,0.062017996,6.693293750690289,0.5939431,0.14601527,4.1858569604643145,-1.1551392486936982,1.2790093377973193,3.500266200685334,0.24933647,0.22249492,7.062160648879201
biscuits_pqs_1_qs_64_rounded.ply,0.58740276,0.062017996,6.693293750690289,0.5939431,0.14601527,4.1858569604643145,-1.1551392486936982,1.2790093377973193,3.500266200685334,0.24933647,0.22249492,7.062160648879201
biscuits_tsl_4_tqs_128.ply,0.5419502,0.052550394,4.399963004511686,0.3395943,0.08856763,3.176199916742023,0.6854528512527327,0.23363692745867662,4.259257407845634,0.33117396,0.27837586,4.843168312682301
biscuits_tsl_4_tqs_512.ply,0.5419502,0.052550394,4.399963004511686,0.3395943,0.08856763,3.176199916742023,0.6854528512527327,0.23363692745867662,4.259257407845634,0.33117396,0.27837586,4.843168312682301
biscuits_tsl_4_tqs_256.ply,0.5419502,0.052550394,4.399963004511686,0.3395943,0.08856763,3.176199916742023,0.6854528512527327,0.23363692745867662,4.259257407845634,0.33117396,0.27837586,4.843168312682301
biscuits_tsl_6_tqs_128.ply,0.53654516,0.048853885,4.468607262066823,0.35654783,0.05041593,3.2313281017625166,0.7373836633748913,0.18934507217393892,4.016669607695138,0.23931728,0.19448555,4.848106222555236
biscuits_tsl_4_tqs_64.ply,0.5419502,0.052550394,4.399963004511686,0.3395943,0.08856763,3.176199916742023,0.6854528512527327,0.23363692745867662,4.259257407845634,0.33117396,0.27837586,4.843168312682301
biscuits_tsl_6_tqs_256.ply,0.53654516,0.048853885,4.468607262066823,0.35654783,0.05041593,3.2313281017625166,0.7373836633748913,0.18934507217393892,4.016669607695138,0.23931728,0.19448555,4.848106222555236
biscuits_tsl_6_tqs_64.ply,0.53654516,0.048853885,4.468607262066823,0.35654783,0.05041593,3.2313281017625166,0.7373836633748913,0.18934507217393892,4.016669607695138,0.23931728,0.19448555,4.848106222555236
biscuits_tsl_6_tqs_512.ply,0.53654516,0.048853885,4.468607262066823,0.35654783,0.05041593,3.2313281017625166,0.7373836633748913,0.18934507217393892,4.016669607695138,0.23931728,0.19448555,4.848106222555236
biscuits_tsl_8_tqs_256.ply,0.5127387,0.050405834,5.140475074514434,0.37187043,0.03701487,2.9813638841398884,0.8669344801722216,0.22426120667215171,2.2241462055115706,0.27956527,0.24218233,5.743162867156501
biscuits_tsl_8_tqs_512.ply,0.5127387,0.050405834,5.140475074514434,0.37187043,0.03701487,2.9813638841398884,0.8669344801722216,0.22426120667215171,2.2241462055115706,0.27956527,0.24218233,5.743162867156501
biscuits_tsl_8_tqs_64.ply,0.5127387,0.050405834,5.140475074514434,0.37187043,0.03701487,2.9813638841398884,0.8669344801722216,0.22426120667215171,2.2241462055115706,0.27956527,0.24218233,5.743162867156501
cake_gQP_1_tQP_2.ply,0.5776607,0.06317826,5.4469023332746085,0.3423615,0.14150326,3.4588321359436245,-0.05032982039286687,0.6609028987169114,3.6980402520770568,0.5120801,0.29673117,6.229860633667003
cake_gQP_1_tQP_3.ply,0.5776607,0.06317826,5.4469023332746085,0.3423615,0.14150326,3.4588321359436245,-0.05032982039286687,0.6609028987169114,3.6980402520770568,0.5120801,0.29673117,6.229860633667003
cake_gQP_2_tQP_1.ply,0.58069444,0.064132966,5.252152455159129,0.33217216,0.15752232,3.202464999408758,-0.1106495509746543,0.9589120834207998,2.389624245466068,0.5181918,0.3040796,5.996693107046127
cake_gQP_2_tQP_3.ply,0.58069444,0.064132966,5.252152455159129,0.33217216,0.15752232,3.202464999408758,-0.1106495509746543,0.9589120834207998,2.389624245466068,0.5181918,0.3040796,5.996693107046127
cake_gQP_3_tQP_2.ply,0.58245105,0.07220382,4.99541771070573,0.302879,0.23464514,2.123811367396908,-0.32998626623634897,7.4058004561405575,1.0536709112990532,0.5350704,0.32956204,5.546280904402294
cake_gQP_3_tQP_3.ply,0.58245105,0.07220382,4.99541771070573,0.302879,0.23464514,2.123811367396908,-0.32998626623634897,7.4058004561405575,1.0536709112990532,0.5350704,0.32956204,5.546280904402294
cake_gsigma_0_tsigma_16.ply,0.58614343,0.060522042,6.655937139931268,0.55927336,0.13240182,4.395820570085573,-0.6468970881118963,0.7851394203472092,3.0433179397644325,0.5019374,0.2846253,7.549908098760256
cake_gsigma_0_tsigma_32.ply,0.58614343,0.060522042,6.655937139931268,0.55927336,0.13240182,4.395820570085573,-0.6468970881118963,0.7851394203472092,3.0433179397644325,0.5019374,0.2846253,7.549908098760256
cake_gsigma_0_tsigma_8.ply,0.58614343,0.060522042,6.655937139931268,0.55927336,0.13240182,4.395820570085573,-0.6468970881118963,0.7851394203472092,3.0433179397644325,0.5019374,0.2846253,7.549908098760256
cake_level_7.ply,0.5794368,0.05455878,6.768624392226824,11.954252,3.3231208,6.749589623278673,-234.62459386057725,45.75248552809674,6.53600496875905,0.483231,0.2638793,7.5617904848301665
cake_level_8.ply,0.57971734,0.05679019,6.714664730316852,3.3482933,0.8818118,6.134637070600583,-38.491117073813,9.366593562960729,5.6686809223997585,0.48641494,0.26923394,7.580655904198817
cake_gsigma_2_tsigma_16.ply,0.54305434,0.07300215,6.879123444048119,1.417595,0.47471192,5.347027956036367,-3.494200562047102,3.0674484453842705,4.032027570699094,0.49882784,0.28668544,7.598704331613895
cake_level_9.ply,0.5871572,0.0609647,6.724645096153852,1.0426449,0.24847405,5.077995272178747,-4.9895655045355385,2.0007786130996923,4.208710499116717,0.49139383,0.27469966,7.586653125521496
cake_gsigma_2_tsigma_32.ply,0.5429628,0.07288262,6.940878810692172,1.4183942,0.4739582,5.6205252974973625,-3.496556095988704,3.0436330799491227,4.096390663556658,0.49930567,0.28655225,7.598754827307895
cake_gsigma_2_tsigma_8.ply,0.5428869,0.07290426,6.980462020271231,1.4172363,0.47409025,5.272054244490943,-3.4872513942131675,3.048879829631845,4.2024974738445176,0.49923828,0.28663403,7.598742450147552
cake_gsigma_4_tsigma_16.ply,0.5399116,0.072788425,6.925874388212054,2.181781,0.986391,5.473255110695933,-8.848546124108495,8.244767172866974,4.7883363082859765,0.50072235,0.2888756,7.600052128847365
cake_gsigma_4_tsigma_32.ply,0.53995734,0.07275946,6.924751126059262,2.1802037,0.9847401,5.523262176601042,-8.833886664266782,8.218774170947222,4.9488388831829315,0.50044256,0.288907,7.600078740097218
cake_gsigma_4_tsigma_8.ply,0.5401206,0.072816834,6.924437947795454,2.180316,0.9839468,5.397000293360524,-8.837499084676491,8.209633673909126,4.66962338801669,0.5012099,0.28884155,7.600077271306228
cake_pqs_1_qs_16_rounded.ply,0.586179,0.060552854,6.652403202413895,0.559242,0.13255087,4.364311987940681,-0.646922442736344,0.8102195289668906,2.5542209591274454,0.5020439,0.28464475,7.549799158296946
cake_pqs_1_qs_32_rounded.ply,0.586179,0.060552854,6.652403202413895,0.559242,0.13255087,4.364311987940681,-0.646922442736344,0.8102195289668906,2.5542209591274454,0.5020439,0.28464475,7.549799158296946
cake_pqs_1_qs_48_rounded.ply,0.586179,0.060552854,6.652403202413895,0.559242,0.13255087,4.364311987940681,-0.646922442736344,0.8102195289668906,2.5542209591274454,0.5020439,0.28464475,7.549799158296946
cake_pqs_1_qs_64_rounded.ply,0.586179,0.060552854,6.652403202413895,0.559242,0.13255087,4.364311987940681,-0.646922442736344,0.8102195289668906,2.5542209591274454,0.5020439,0.28464475,7.549799158296946
cauliflower_gQP_1_tQP_1.ply,0.57987535,0.06376469,5.3419251482089605,0.33810878,0.14475304,3.0490399788123335,-0.05088159613535989,0.664358807246361,2.9043567240331294,0.51527905,0.3224684,6.07140586667706
